project_id,metric,value,unit,window_start,window_end,source_url,fetched_at,missing_reason
daspack,github_contributors,1,contributors,,,https://api.github.com/repos/asleix/daspack,2026-08-03T10:30:48+00:00,
daspack,github_releases,0,releases,,,https://api.github.com/repos/asleix/daspack,2026-08-03T10:30:48+00:00,
daspack,pypi_downloads_30d,71,downloads,,2026-08-03,https://pypistats.org/api/packages/daspack-dev/recent,2026-08-03T12:08:10+00:00,
daspack,pypi_downloads_180d,285,downloads,2026-02-03,2026-08-02,https://pypistats.org/api/packages/daspack-dev/recent,2026-08-03T12:08:10+00:00,
daspack,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T12:08:10+00:00,not_published
daspack,canonical_citations,7,citations,,2026-08-03,https://api.openalex.org/works/https://doi.org/10.1093/gji/ggaf397,2026-08-03T10:31:43+00:00,
daspy,github_stars,152,stars,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-03T10:30:49+00:00,
daspy,github_forks,29,forks,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-03T10:30:49+00:00,
daspy,github_contributors,3,contributors,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-03T10:30:49+00:00,
daspy,github_releases,10,releases,,,https://api.github.com/repos/HMZ-03/DASPy,2026-08-03T10:30:49+00:00,
daspy,pypi_downloads_30d,448,downloads,,2026-08-03,https://pypistats.org/api/packages/daspy-toolbox/recent,2026-08-03T12:08:23+00:00,
daspy,pypi_downloads_180d,2748,downloads,2026-02-03,2026-08-02,https://pypistats.org/api/packages/daspy-toolbox/recent,2026-08-03T12:08:23+00:00,
daspy,conda_downloads_cumulative,6530,downloads,,2026-08-03,https://api.anaconda.org/package/conda-forge/daspy-toolbox,2026-08-03T12:08:23+00:00,
daspy,canonical_citations,18,citations,,2026-08-03,https://api.openalex.org/works/https://doi.org/10.1785/0220240124,2026-08-03T10:31:43+00:00,
dasstore,github_stars,21,stars,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-03T10:30:51+00:00,
dasstore,github_forks,7,forks,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-03T10:30:51+00:00,
dasstore,github_contributors,3,contributors,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-03T10:30:51+00:00,
dasstore,github_releases,4,releases,,,https://api.github.com/repos/niyiyu/DASstore,2026-08-03T10:30:51+00:00,
dasstore,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:30:51+00:00,not_published
dasstore,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:30:51+00:00,not_published
dasstore,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:30:51+00:00,not_published
dasstore,canonical_citations,1,citations,,2026-08-03,https://api.openalex.org/works/https://doi.org/10.5281/zenodo.10714765,2026-08-03T10:31:44+00:00,
dasvader,github_stars,7,stars,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-03T10:30:53+00:00,
dasvader,github_forks,1,forks,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-03T10:30:53+00:00,
dasvader,github_contributors,1,contributors,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-03T10:30:53+00:00,
dasvader,github_releases,0,releases,,,https://api.github.com/repos/marianoarnaiz/DASvader.jl,2026-08-03T10:30:53+00:00,
dasvader,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:30:53+00:00,not_published
dasvader,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:30:53+00:00,not_published
dasvader,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:30:53+00:00,not_published
dasvader,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:30:53+00:00,not_applicable
distpy,github_stars,40,stars,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-03T10:30:54+00:00,
distpy,github_forks,20,forks,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-03T10:30:54+00:00,
distpy,github_contributors,2,contributors,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-03T10:30:54+00:00,
distpy,github_releases,0,releases,,,https://api.github.com/repos/Schlumberger/distpy,2026-08-03T10:30:54+00:00,
distpy,pypi_downloads_30d,220,downloads,,2026-08-03,https://pypistats.org/api/packages/distpy/recent,2026-08-03T12:08:56+00:00,
distpy,pypi_downloads_180d,1425,downloads,2026-02-03,2026-08-02,https://pypistats.org/api/packages/distpy/recent,2026-08-03T12:08:56+00:00,
distpy,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T12:08:56+00:00,not_published
distpy,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:30:54+00:00,not_applicable
eqnet,github_stars,56,stars,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-03T10:30:56+00:00,
eqnet,github_forks,18,forks,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-03T10:30:56+00:00,
eqnet,github_contributors,4,contributors,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-03T10:30:56+00:00,
eqnet,github_releases,1,releases,,,https://api.github.com/repos/AI4EPS/EQNet,2026-08-03T10:30:56+00:00,
eqnet,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:30:56+00:00,not_published
eqnet,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:30:56+00:00,not_published
eqnet,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:30:56+00:00,not_published
eqnet,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:30:56+00:00,not_applicable
generic-cable,github_stars,22,stars,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-03T10:30:57+00:00,
generic-cable,github_forks,6,forks,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-03T10:30:57+00:00,
generic-cable,github_contributors,1,contributors,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-03T10:30:57+00:00,
generic-cable,github_releases,0,releases,,,https://api.github.com/repos/subsurface4d/GenericCable,2026-08-03T10:30:57+00:00,
generic-cable,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:30:57+00:00,not_published
generic-cable,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:30:57+00:00,not_published
generic-cable,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:30:57+00:00,not_published
generic-cable,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:30:57+00:00,not_applicable
idas-convert,github_stars,9,stars,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-03T10:30:58+00:00,
idas-convert,github_forks,2,forks,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-03T10:30:58+00:00,
idas-convert,github_contributors,1,contributors,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-03T10:30:58+00:00,
idas-convert,github_releases,0,releases,,,https://api.github.com/repos/pyrocko/idas-convert,2026-08-03T10:30:58+00:00,
idas-convert,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:30:58+00:00,not_published
idas-convert,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:30:58+00:00,not_published
idas-convert,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:30:58+00:00,not_published
idas-convert,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:30:58+00:00,not_applicable
jdas,github_stars,40,stars,,,https://api.github.com/repos/martijnende/jDAS,2026-08-03T10:31:00+00:00,
jdas,github_forks,4,forks,,,https://api.github.com/repos/martijnende/jDAS,2026-08-03T10:31:00+00:00,
jdas,github_contributors,1,contributors,,,https://api.github.com/repos/martijnende/jDAS,2026-08-03T10:31:00+00:00,
jdas,github_releases,1,releases,,,https://api.github.com/repos/martijnende/jDAS,2026-08-03T10:31:00+00:00,
jdas,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:31:00+00:00,not_published
jdas,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:31:00+00:00,not_published
jdas,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:31:00+00:00,not_published
jdas,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:31:00+00:00,not_applicable
lightguide,github_stars,65,stars,,,https://api.github.com/repos/pyrocko/lightguide,2026-08-03T10:31:01+00:00,
lightguide,github_forks,13,forks,,,https://api.github.com/repos/pyrocko/lightguide,2026-08-03T10:31:01+00:00,
lightguide,github_contributors,1,contributors,,,https://api.github.com/repos/pyrocko/lightguide,2026-08-03T10:31:01+00:00,
lightguide,github_releases,6,releases,,,https://api.github.com/repos/pyrocko/lightguide,2026-08-03T10:31:01+00:00,
lightguide,pypi_downloads_30d,132,downloads,,2026-08-03,https://pypistats.org/api/packages/lightguide/recent,2026-08-03T12:10:10+00:00,
lightguide,pypi_downloads_180d,985,downloads,2026-02-05,2026-08-02,https://pypistats.org/api/packages/lightguide/recent,2026-08-03T12:10:10+00:00,
lightguide,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T12:10:10+00:00,not_published
lightguide,canonical_citations,2,citations,,2026-08-03,https://api.openalex.org/works/https://doi.org/10.5281/zenodo.6580579,2026-08-03T10:31:44+00:00,
mldas,github_stars,10,stars,,,https://api.github.com/repos/DAS-RCN/mldas,2026-08-03T10:31:03+00:00,
mldas,github_forks,6,forks,,,https://api.github.com/repos/DAS-RCN/mldas,2026-08-03T10:31:03+00:00,
mldas,github_contributors,1,contributors,,,https://api.github.com/repos/DAS-RCN/mldas,2026-08-03T10:31:03+00:00,
mldas,github_releases,0,releases,,,https://api.github.com/repos/DAS-RCN/mldas,2026-08-03T10:31:03+00:00,
mldas,pypi_downloads_30d,9,downloads,,2026-08-03,https://pypistats.org/api/packages/mldas/recent,2026-08-03T12:10:23+00:00,
mldas,pypi_downloads_180d,108,downloads,2026-02-12,2026-08-01,https://pypistats.org/api/packages/mldas/recent,2026-08-03T12:10:23+00:00,
mldas,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T12:10:23+00:00,not_published
mldas,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:31:03+00:00,not_applicable
pyseafom,github_stars,7,stars,,,https://api.github.com/repos/SEAFOM-Fiber-Optic-Monitoring-Group/pySEAFOM,2026-08-03T10:31:04+00:00,
pyseafom,github_forks,2,forks,,,https://api.github.com/repos/SEAFOM-Fiber-Optic-Monitoring-Group/pySEAFOM,2026-08-03T10:31:04+00:00,
pyseafom,github_contributors,2,contributors,,,https://api.github.com/repos/SEAFOM-Fiber-Optic-Monitoring-Group/pySEAFOM,2026-08-03T10:31:04+00:00,
pyseafom,github_releases,1,releases,,,https://api.github.com/repos/SEAFOM-Fiber-Optic-Monitoring-Group/pySEAFOM,2026-08-03T10:31:04+00:00,
pyseafom,pypi_downloads_30d,43,downloads,,2026-08-03,https://pypistats.org/api/packages/pyseafom/recent,2026-08-03T12:11:37+00:00,
pyseafom,pypi_downloads_180d,715,downloads,2026-02-06,2026-07-27,https://pypistats.org/api/packages/pyseafom/recent,2026-08-03T12:11:37+00:00,
pyseafom,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T12:11:37+00:00,not_published
pyseafom,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:31:04+00:00,not_applicable
remi-das,github_stars,4,stars,,,https://api.github.com/repos/Shihao-Yuan/ReMi-DAS,2026-08-03T10:31:05+00:00,
remi-das,github_forks,2,forks,,,https://api.github.com/repos/Shihao-Yuan/ReMi-DAS,2026-08-03T10:31:05+00:00,
remi-das,github_contributors,1,contributors,,,https://api.github.com/repos/Shihao-Yuan/ReMi-DAS,2026-08-03T10:31:05+00:00,
remi-das,github_releases,0,releases,,,https://api.github.com/repos/Shihao-Yuan/ReMi-DAS,2026-08-03T10:31:05+00:00,
remi-das,pypi_downloads_30d,,downloads,,2026-08-03,https://pypistats.org/api/,2026-08-03T10:31:05+00:00,not_published
remi-das,pypi_downloads_180d,,downloads,,,https://pypistats.org/api/,2026-08-03T10:31:05+00:00,not_published
remi-das,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T10:31:05+00:00,not_published
remi-das,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:31:05+00:00,not_applicable
unidas,github_stars,2,stars,,,https://api.github.com/repos/DASDAE/unidas,2026-08-03T10:31:07+00:00,
unidas,github_forks,1,forks,,,https://api.github.com/repos/DASDAE/unidas,2026-08-03T10:31:07+00:00,
unidas,github_contributors,1,contributors,,,https://api.github.com/repos/DASDAE/unidas,2026-08-03T10:31:07+00:00,
unidas,github_releases,1,releases,,,https://api.github.com/repos/DASDAE/unidas,2026-08-03T10:31:07+00:00,
unidas,pypi_downloads_30d,25,downloads,,2026-08-03,https://pypistats.org/api/packages/unidas/recent,2026-08-03T12:12:10+00:00,
unidas,pypi_downloads_180d,344,downloads,2026-02-06,2026-08-02,https://pypistats.org/api/packages/unidas/recent,2026-08-03T12:12:10+00:00,
unidas,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/,2026-08-03T12:12:10+00:00,not_published
unidas,canonical_citations,,citations,,2026-08-03,https://api.openalex.org/,2026-08-03T10:31:07+00:00,not_applicable
xdas,github_stars,73,stars,,,https://api.github.com/repos/xdas-dev/xdas,2026-08-03T10:31:08+00:00,
xdas,github_forks,16,forks,,,https://api.github.com/repos/xdas-dev/xdas,2026-08-03T10:31:08+00:00,
xdas,github_contributors,11,contributors,,,https://api.github.com/repos/xdas-dev/xdas,2026-08-03T10:31:08+00:00,
xdas,github_releases,15,releases,,,https://api.github.com/repos/xdas-dev/xdas,2026-08-03T10:31:08+00:00,
xdas,pypi_downloads_30d,753,downloads,,2026-08-03,https://pypistats.org/api/packages/xdas/recent,2026-08-03T12:12:43+00:00,
xdas,pypi_downloads_180d,7523,downloads,2026-02-03,2026-08-02,https://pypistats.org/api/packages/xdas/recent,2026-08-03T12:12:43+00:00,
xdas,conda_downloads_cumulative,,downloads,,2026-08-03,https://api.anaconda.org/package/conda-forge/xdas,2026-08-03T12:12:43+00:00,not_published
xdas,canonical_citations,6,citations,,2026-08-03,https://api.openalex.org/works/https://doi.org/10.1785/0220240366,2026-08-03T10:31:44+00:00,
